key,doi,year,venue,citations,questions,ranks,title,abstract
doi:10.14358/pers.74.8.973,10.14358/pers.74.8.973,2008,,21,q7,q7:70:11.31*,MODIS-based Change Detection for Grizzly Bear Habitat Mapping in Alberta,"Coarse resolution data from the Moderate Resolution Imaging Spectroradiometer (MODIS) was used to test the effectiveness of 250 m data to detect forest disturbances and update an existing, large-area (150,000 km 2 ), 30 m Landsat ETMand TM land-cover map product used in Grizzly Bear (Ursus arctos) habitat analysis. A Landsat-derived polygon layer was applied to the MOD13Q1 data product to create a polygon-based, mean NDVI time series (2000 to 2005). Image differencing of the dataset produced multiple-scale layers of change including a two-date, five-year change and a five- year composite of annual changes. Accuracy assessments based on available GIS data showed an overall accuracy as high as 59 percent. Results also show that disturbance patches larger than 15 ha were represented with an accu- racy of 75 percent or higher. This offers an alternative to higher spatial resolution data for the identification of larger features and also provides general change information for those areas that may be suitable for analysis with higher spatial resolution data."
doi:10.1080/15481603.2024.2365001,10.1080/15481603.2024.2365001,2024,GIScience &amp; Remote Sensing,9,q7,q7:74:11.23*,High-dimensional detection of Landscape Dynamics: a Landsat time series-based algorithm for forest disturbance mapping and beyond,"ABSTRACT Time series analysis of medium-resolution multispectral satellite imagery is critical to investigate forest disturbance dynamics at the landscape scale. In particular, the spatial, temporal, and radiometric consistency of Landsat time series data provides unprecedented insight into past disturbances that occurred over the last four decades. Several Landsat time series-based algorithms have been developed to automate the detection of forest disturbances. However, automated detection of non-stand-replacing disturbances based on Landsat time series remains a challenging task due to the difficulty of effectively separating them from spectral noise. Here, we present the High-dimensional detection of Landscape Dynamics (HILANDYN) algorithm, which exploits spatial and spectral information provided by Landsat time series to detect forest disturbance dynamics retrospectively. A novel and unsupervised procedure for changepoint detection in high-dimensional time series allows HILANDYN to perform the temporal segmentation of inter-annual time series into linear trends. The algorithm embeds a noise filter to remove spurious changepoints caused by residual spectral noise in the time series. We tested HILANDYN to detect disturbances that occurred in the forests of the European Alps over a period of 39 years, i.e. between 1984 and 2022, and evaluated its accuracy using a validation dataset of 3000 plots randomly located inside and outside the disturbed patches. We compared HILANDYN "
doi:10.1016/j.rse.2018.11.025,10.1016/j.rse.2018.11.025,2019,Remote Sensing of Environment,70,q7,q7:7:15.43*,A fusion approach to forest disturbance mapping using time series ensemble techniques,"Abstract Time series analysis of Landsat data is widely used for assessing forest change at the large-area scale. Various change detection algorithms have been proposed, each employing different techniques to characterise abrupt disturbance events and longer term trends. However, results can vary significantly, depending on the algorithm, parameters and the spectral index (or indices) chosen. This mismatch in results has led to researchers hypothesizing that an ensemble based approach may increase accuracy. In this study we assess two change detection algorithms (LandTrendr and the R package strucchange), each with three indices (the Normalized Difference Vegetation Index or NDVI, the Normalized Burn Ratio or NBR, and Tasseled Cap Wetness or TCW). We test their ability to detect abrupt disturbances in sclerophyll forests over a 29 year time period, and subsequently evaluate a number of ensembles, using simple fusion rules and Random Forests models. A total of 4087 manually interpreted reference pixels, sampled from 9 million ha of forest, were used for training and validation. In addition, we assess the effects of priming the Random Forests classifier with confusing cases (commission errors from the time series algorithms). Our results clearly show that ensembles combining multiple change detection techniques out-perform any one method. Our most accurate Random Forests model, using an ensemble of all 6 algorithm outputs, along with 3 bi-temporal change rasters (change in NBR,"
doi:10.56899/150.s1.26,10.56899/150.s1.26,2021,The Philippine journal of science,1,q7,q7:84:11.07*,"Detection of Forest Cover Disturbances Using Synthetic Aperture Radar (SAR) Time Series Data in the Mount Pulag National Park: A Key Biodiversity Area in Luzon, Philippines","Forest cover disturbances continue to occur at a very alarming rate, which greatly contributes to the loss of biodiversity resources. Therefore, an approach to detect and measure historical deforestation would be of utmost importance – particularly in the near real-time forest monitoring and management, biodiversity conservation, and estimation of carbon emissions. This study introduced a simple approach using synthetic aperture radar (SAR) time-series data, primarily the C-band Sentinel-1A (S1A) VH-polarization with a 10-m resolution, in detecting forest cover disturbances from 2016–2019 in Mount Pulag National Park (MPNP), a protected area (PA) within the island of Luzon and a priority biodiversity conservation area. The process involved using codes in Google Earth Engine (GEE) to produce a forest cover disturbance map; a grid-based geospatial and statistical analysis using the geographic information system; and data validation, and determination of possible causes of disturbances using Google Earth Pro (GEP). The results derived from Sentinel-1 data were also compared to existing optical data, which is a Landsat-based generated disturbance map. The output of this paper revealed that a total of 577 forest disturbances, with an equivalent area of 154.58 ha, were detected from a three-year period. For Landsat-generated data, 402 disturbances were detected with an area of 176.07 ha. However, based on the accuracy assessment using positive predictive value (PPV), the radar data"
doi:10.3390/land15020268,10.3390/land15020268,2026,Land,1,q7,q7:85:11.07*,MuRaF-LULC: A Systematic Multivariate Random Forest Framework for Annual Land-Use and Land-Cover Mapping and Long-Term Change Detection,"Land-use and land-cover (LULC) change is one of the most pervasive drivers of socioenvironmental transformation worldwide. Given its impacts on ecosystems and climate, the systematic analysis of LULC dynamics remains a central objective of land-change science. Despite major advances in Earth observation capabilities, robust, flexible, and scalable algorithms for long-term monitoring remain unevenly adopted, particularly in remote, forested tropical regions. This study introduces the Multivariate Random Forest Land-Use and Land-Cover (MuRaF-LULC) framework, a supervised and generalizable framework that produces annual, multi-class LULC maps from Landsat time series, with interannual change derived through year-to-year comparisons. A key methodological component of the framework is its predictor-selection strategy, in which variable-importance rankings are used to identify an optimized subset of predictors prior to final model training. MuRaF-LULC was implemented in Google Earth Engine (GEE) and evaluated in Guatemala’s Maya Biosphere Reserve (MBR) for the 2018–2024 period using probability-based sampling and uncertainty-aware accuracy assessment and area estimation. Results show that MuRaF-LULC generates robust annual LULC classifications across multiple years (overall accuracy = 0.90–0.92) and reliable estimates of agropecuario expansion (the dominant transition in the study area) when change is assessed over longer temporal windows where transitions signals stabilize and for"
doi:10.5194/egusphere-egu26-18137,10.5194/egusphere-egu26-18137,2026,,0,q7,q7:87:11.0*,Consistent Pantropical Deforestation Monitoring in Dense Humid Forests from Landsat Time Series (2000–2025),"Land use and land cover change (LULCC) remains one of the largest and most persistent sources of uncertainty in the global carbon budget, limiting confidence in estimates of terrestrial carbon sources and sinks. Within LULCC, deforestation in tropical dense humid forests contributes a substantial share of emissions due to high biomass stocks and continued land conversion across major tropical regions. Despite the availability of several global forest change datasets, estimates of annual deforested area differ widely. Variations in forest definitions, disturbance detection methods, and temporal attribution lead to inconsistent estimates of both the magnitude and timing of forest loss, which propagate directly into uncertainty in LULCC emission estimates used in global carbon budget (GCB) assessments and Earth system models.Consistent monitoring of tropical deforestation is particularly challenging because of persistent cloud cover, heterogeneous disturbance processes, and strong spatial and temporal variability in forest loss dynamics. These challenges are most pronounced in regions such as the Congo Basin, where observational limitations lead to uneven detection performance and reduced comparability across datasets. Improving the spatial and temporal consistency of deforestation estimates across tropical regions is therefore critical for reducing uncertainty in LULCC emissions and for supporting model evaluation within the GCB.The objective of this study is to improve the spa"
doi:10.1016/j.jag.2021.102386,10.1016/j.jag.2021.102386,2021,International Journal of Applied Earth Observation and Geoinformation,57,q7,q7:8:15.41,Sub-annual tropical forest disturbance monitoring using harmonized Landsat and Sentinel-2 data,"Abstract Accurate sub-annual detection of forest disturbance provides timely baseline information for understanding forest change and dynamics to support the development of sustainable forest management strategies. Traditionally, Landsat imagery was widely used to monitor forest disturbance, but the low temporal density of Landsat observations limits the timely detection of forest disturbance. Recently a new harmonized dataset of Landsat and Sentinel-2 imagery (HLS) has been created to increase the density of observations and provide more frequent images, but the added-value of this dataset for sub-annual tropical forest disturbance monitoring has not been investigated yet. Here, we used all available HLS images acquired from 2016 to 2019 to detect forest disturbance at two tropical forest sites in Tanzania and Brazil. Based on HLS data, forest disturbance was detected by combining normalized difference moisture index (NDMI) and normalized difference vegetation index (NDVI) time series using BFAST monitor and random forest algorithms. To assess the added-value of the HLS time series, we also detected forest disturbance from (i) Landsat-8/OLI time series only and (ii) Sentinel-2 time series only data. The spatial accuracy assessment of forest disturbance detection at the Tanzania site shows that the combined Landsat-8/OLI and Sentinel-2 data achieved the highest overall accuracy (84.5%), more than 3.5% higher than the accuracy of using only Landsat-8/OLI or Sentinel-2. Similar"
doi:10.3390/rs8110898,10.3390/rs8110898,2016,Remote Sensing,49,q7,q7:9:15.39*,Long-Term Post-Disturbance Forest Recovery in the Greater Yellowstone Ecosystem Analyzed Using Landsat Time Series Stack,"Forest recovery from past disturbance is an integral process of ecosystem carbon cycles, and remote sensing provides an effective tool for tracking forest disturbance and recovery over large areas. Although the disturbance products (tracking the conversion from forest to non-forest type) derived using the Landsat Time Series Stack-Vegetation Change Tracker (LTSS-VCT) algorithm have been validated extensively for mapping forest disturbances across the United States, the ability of this approach to characterize long-term post-disturbance recovery (the conversion from non-forest to forest) has yet to be assessed. In this study, the LTSS-VCT approach was applied to examine long-term (up to 24 years) post-disturbance forest spectral recovery following stand-clearing disturbances (fire and harvests) in the Greater Yellowstone Ecosystem (GYE). Using high spatial resolution images from Google Earth, we validated the detectable forest recovery status mapped by VCT by year 2011. Validation results show that the VCT was able to map long-term post-disturbance forest recovery with overall accuracy of ~80% for different disturbance types and forest types in the GYE. Harvested areas in the GYE have higher percentages of forest recovery than burned areas by year 2011, and National Forests land generally has higher recovery rates compared with National Parks. The results also indicate that forest recovery is highly related with forest type, elevation and environmental variables such as soil t"
doi:10.1016/j.jtbi.2020.110242,10.1016/j.jtbi.2020.110242,2019,Journal of Theoretical Biology,20,q8,q8:10:8.3,Pattern formation in a coupled membrane-bulk reaction-diffusion model for intracellular polarization and oscillations.,"Reaction-diffusion systems have been widely used to study spatio-temporal phenomena in cell biology, such as cell polarization. Coupled bulk-surface models naturally include compartmentalization of cytosolic and membrane-bound polarity molecules. Here we study the distribution of the polarity protein Cdc42 in a mass-conserved membrane-bulk model, and explore the effects of diffusion and spatial dimensionality on spatio-temporal pattern formation. We first analyze a one-dimensional (1-D) model for Cdc42 oscillations in fission yeast, consisting of two diffusion equations in the bulk domain coupled to nonlinear ODEs for binding kinetics at each end of the cell. In 1-D, our analysis reveals the existence of symmetric and asymmetric steady states, as well as anti-phase relaxation oscillations typical of slow-fast systems. We then extend our analysis to a two-dimensional (2-D) model with circular bulk geometry, for which species can either diffuse inside the cell or become bound to the membrane and undergo a nonlinear reaction-diffusion process. We also consider a nonlocal system of PDEs approximating the dynamics of the 2-D membrane-bulk model in the limit of fast bulk diffusion. In all three model variants we find that mass conservation selects perturbations of spatial modes that simply redistribute mass. In 1-D, only anti-phase oscillations between the two ends of the cell can occur, and in-phase oscillations are excluded. In higher dimensions, no radially symmetric oscillation"
doi:10.1098/rsta.2020.0276,10.1098/rsta.2020.0276,2021,Philosophical Transactions of the Royal Society A,19,q8,q8:11:8.3,Pattern forming systems coupling linear bulk diffusion to dynamically active membranes or cells,"Some analytical and numerical results are presented for pattern formation properties associated with novel types of reaction–diffusion (RD) systems that involve the coupling of bulk diffusion in the interior of a multi-dimensional spatial domain to nonlinear processes that occur either on the domain boundary or within localized compartments that are confined within the domain. The class of bulk-membrane system considered herein is derived from an asymptotic analysis in the limit of small thickness of a thin domain that surrounds the bulk medium. When the bulk domain is a two-dimensional disk, a weakly nonlinear analysis is used to characterize Turing and Hopf bifurcations that can arise from the linearization around a radially symmetric, but spatially non-uniform, steady-state of the bulk-membrane system. In a singularly perturbed limit, the existence and linear stability of localized membrane-bound spike patterns is analysed for a Gierer–Meinhardt activator-inhibitor model that includes bulk coupling. Finally, the emergence of collective intracellular oscillations is studied for a class of PDE-ODE bulk-cell model in a bounded two-dimensional domain that contains spatially localized, but dynamically active, circular cells that are coupled through a linear bulk diffusion field. Applications of such coupled bulk-membrane or bulk-cell systems to some biological systems are outlined, and some open problems in this area are discussed. This article is part of the theme issue ‘Recen"
doi:10.1017/s0956792519000305,10.1017/s0956792519000305,2019,European journal of applied mathematics,11,q8,q8:12:8.25,Cops-on-the-dots: The linear stability of crime hotspots for a 1-D reaction-diffusion model of urban crime,"In a singularly perturbed limit, we analyse the existence and linear stability of steady-state hotspot solutions for an extension of the 1-D three-component reaction-diffusion (RD) system formulated and studied numerically in Jones et. al. [Math. Models. Meth. Appl. Sci., 20, Suppl., (2010)], which models urban crime with police intervention. In our extended RD model, the field variables are the attractiveness field for burglary, the criminal population density and the police population density. Our model includes a scalar parameter that determines the strength of the police drift towards maxima of the attractiveness field. For a special choice of this parameter, we recover the ‘cops-on-the-dots’ policing strategy of Jones et. al., where the police mimic the drift of the criminals towards maxima of the attractiveness field. For our extended model, the method of matched asymptotic expansions is used to construct 1-D steady-state hotspot patterns as well as to derive nonlocal eigenvalue problems (NLEPs) that characterise the linear stability of these hotspot steady states to ${\cal O}$(1) timescale instabilities. For a cops-on-the-dots policing strategy, we prove that a multi-hotspot steady state is linearly stable to synchronous perturbations of the hotspot amplitudes. Alternatively, for asynchronous perturbations of the hotspot amplitudes, a hybrid analytical–numerical method is used to construct linear stability phase diagrams in the police vs. criminal diffusivity parameter"
doi:10.1016/j.chaos.2019.08.015,10.1016/j.chaos.2019.08.015,2019,,10,q8,q8:13:8.24,Dynamic behavior analysis of a diffusive plankton model with defensive and offensive effects,"Abstract This paper investigates the dynamic behavior of a diffusive plankton model with defensive and offensive effects in two cases. For the single compartment model, we first derive the sufficient conditions for the stability and Hopf bifurcation of coexisting equilibrium, which implies that the changes of defense and offense can cause oscillation of planktonic population. Then the properties of Hopf bifurcation are discussed by center manifold theorem. For the spatially extended model, we obtain the sufficient conditions for Turing instability and Hopf bifurcation. It is observed that spatial patterns put in place, under the interaction of diffusion, defense and offense. Finally, some numerical simulations are carried out to support the analytical results."
doi:10.1137/18m1225653,10.1137/18m1225653,2019,SIAM Journal on Applied Dynamical Systems,8,q8,q8:14:8.22,Invasion Fronts Outside the Homoclinic Snaking Region in the Planar Swift-Hohenberg Equation,"In this paper, we carry out numerical bifurcation analysis of depinning of fronts near the homoclinic snaking region, involving a spatial stripe cellular pattern embedded in a quiescent state, in the two-dimensional Swift-Hohenberg equation with either a quadratic-cubic or cubic-quintic nonlinearity. We focus on depinning fronts involving stripes that are orientated either parallel, oblique and perpendicular to the front interface, and almost planar depinning fronts. We show that invading parallel depinning fronts select both a far-field wavenumber and a propagation wavespeed whereas retreating parallel depinning fronts come in families where the wavespeed is a function of the far-field wavenumber. Employing a far-field core decomposition, we propose a boundary value problem for the invading depinning fronts which we numerically solve and use path-following routines to trace out bifurcation diagrams. We then carry out a thorough numerical investigation of the parallel, oblique, perpendicular stripe, and almost planar invasion fronts. We find that almost planar invasion fronts in the cubic-quintic Swift-Hohenberg equation bifurcate off parallel invasion fronts and co-exist close to the homoclinic snaking region. Sufficiently far from the 1D homoclinic snaking region, no almost planar invasion fronts exist and we find that parallel invasion stripe fronts may regain transverse stability if they propagate above a critical speed. Finally, we show that depinning fronts shed light o"
doi:10.1016/j.ecolmodel.2021.109595,10.1016/j.ecolmodel.2021.109595,2021,Ecological Modelling,8,q8,q8:15:8.22,"The interplay between mutualism, competition and dispersal promotes species coexistence in a multiple interactions type system","Abstract The stability and maintenance of species biodiversity in the multiple interactions type systems have attracted much attention. Regardless of their nature, several forms of interactions are discovered to exhibit oscillatory behaviour. This large-amplitude oscillation also de-stabilizes populations of multiple species and raises species’ chances of extinction. A central question in ecology is how do we maintain community stability and species coexistence mechanisms in a multiple interactions type community. It is thought that the dynamics of mutualism support multi-species coexistence in a complex ecological system. Here, we extend a four-species multiple interactions type (e.g., resource-competitor-exploiter-mutualist) system by incorporating a local dispersal component. We then employ this model to assess how the combined impacts of dispersal, mutualism and competition shape species coexistence and community stability in this ecological system. Our findings show that the interplay of mutualism and competition affects the complexity of ecological dynamics in this multiple interactions type system with local dispersal. Using numerical simulation, we demonstrate how strong mutualism could stabilize the spatio-temporal dynamics. Employing bifurcation analysis, we also discover that mutualism essentially modifies this ecological community’s response to increasing competitive pressure on the resource species. These insights are evident in our findings through the emergence"
doi:10.1137/20m1369622,10.1137/20m1369622,2019,SIAM Journal on Applied Dynamical Systems,6,q8,q8:16:8.19,Hexagon Invasion Fronts Outside the Homoclinic Snaking Region in the Planar Swift-Hohenberg Equation,"Stationary fronts connecting the trivial state and a cellular (distorted) hexagonal pattern in the Swift-Hohenberg equation are known to undergo a process of infinitely many folds as a parameter is varied, known as homoclinic snaking, where new hexagon cells are added to the core, leading to the co-existence of infinitely-many localised states in the bistable region. Outside the homoclinic snaking region, the hexagon fronts can invade the trivial state in a bursting fashion. In this paper, we use a far-field core decomposition to setup a numerical path-following routine to trace out the bifurcation diagrams of hexagon fronts for the two main orientations of cellular hexagon pattern with respect to the interface. We find that for one orientation, hexagon fronts can destabilise as the distorted hexagons are stretched in the transverse direction leading to defects occurring in the deposited cellular pattern. We then plot diagrams showing when the selected fronts for the two main orientations, aligned perpendicular to each other, are compatible. It is found numerically that only the $\mathbb{D}_6$ hexagons yield compatible stable fronts and this provides a heuristic explanation for why stationary or invading fully localised patches of cellular hexagons on the plane select $\mathbb{D}_6$ hexagons. We find the conjecture also holds for hexagon invasion fronts in the Swift-Hohenberg equation with a large non-variational perturbation. The numerical algorithms presented can be adapted"
doi:10.1088/2632-072x/ac87e7,10.1088/2632-072x/ac87e7,2021,Journal of Physics: Complexity,5,q8,q8:17:8.18,Heteroclinic units acting as pacemakers: entrained dynamics for cognitive processes,"Heteroclinic dynamics is a suitable framework for describing transient and reproducible dynamics such as cognitive processes in the brain. We demonstrate how heteroclinic units can act as pacemakers to entrain larger sets of units from a resting state to hierarchical heteroclinic motion that is able to describe fast oscillations modulated by slow oscillations. Such features are observed in brain dynamics. The entrainment range depends on the type of coupling, the spatial location of the pacemaker and the individual bifurcation parameters of the pacemaker and the driven units. Noise as well as a small back-coupling to the pacemaker facilitate synchronization. Units can be synchronously entrained to different temporal patterns encoding transiently excited neural populations, depending on the selected path in the heteroclinic network. Via entrainment, these temporal patterns, locally generated by the pacemakers, can be communicated to the resting units in target waves over a spatial grid. For getting entrained there is no need of fine-tuning the parameters of the resting units. Thus, entrainment provides one way of processing information over the grid, when information is encoded in the generated spatiotemporal patterns."
doi:10.1007/s10255-022-1062-z,10.1007/s10255-022-1062-z,2018,Acta Mathematicae Applicatae Sinica (English Series),3,q8,q8:18:8.14,Diffusion-induced Spatio-temporal Oscillations in an Epidemic Model with Two Delays,"We investigate a diffusive, stage-structured epidemic model with the maturation delay and freely-moving delay. Choosing delays and diffusive rates as bifurcation parameters, the only possible way to destabilize the endemic equilibrium is through Hopf bifurcation. The normal forms of Hopf bifurcations on the center manifold are calculated, and explicit formulae determining the criticality of bifurcations are derived. There are two different kinds of stable oscillations near the first bifurcation: on one hand, we theoretically prove that when the diffusion rate of infected immature individuals is sufficiently small or sufficiently large, the first branch of Hopf bifurcating solutions is always spatially homogeneous; on the other, xing this diffusion rate at an appropriate size, stable oscillations with different spatial profiles are observed, and the conditions to guarantee the existence of such solutions are given by calculating the corresponding eigenfunction of the Laplacian at the first Hopf bifurcation point. These bifurcation behaviors indicate that spatial di usion in the epidemic model may lead to spatially inhomogeneous distribution of individuals."
doi:10.3934/mbe.2025079,10.3934/mbe.2025079,2025,Mathematical biosciences and engineering : MBE,3,q8,q8:19:8.14,Stable periodic solutions of a delayed reaction-diffusion model of Hes1-mRNA interactions.,"Hes1 (Hairy and enhancer of split 1) is a transcriptional repressor that plays a fundamental role in the regulation of embryogenesis and cell lineage specification. The temporal dynamics of Hes1 mRNA and Hes1 protein expression are known to exhibit sustained oscillations. However, many existing mathematical models can reproduce these oscillations only transiently, eventually dampening toward a steady state. This limits their biological fidelity, as sustained oscillations are observed in vitro and in vivo under physiological conditions. To address these limitations, we propose a more biologically realistic framework by incorporating both transcriptional/translational time delays and spatial diffusion effects into a Reaction-Diffusion (RD) system with discrete time delays. The model describes the spatiotemporal dynamics of Hes1 mRNA and protein concentrations in the cytoplasm and nucleus. We establish the conditions under which the RD model undergoes a delay-induced Hopf bifurcation, leading to the emergence of stable periodic solutions. Furthermore, our analysis establishes explicit criteria on the delay and diffusion coefficients that ensure the existence of sustained oscillatory patterns. Numerical simulations are conducted to validate the theoretical predictions, demonstrating the persistence and stability of oscillations under a range of biologically plausible parameters."
doi:10.3389/fnsys.2021.752261,10.3389/fnsys.2021.752261,2021,Frontiers in Systems Neuroscience,22,q8,q8:1:10.31,Asynchronous and Coherent Dynamics in Balanced Excitatory-Inhibitory Spiking Networks,"Dynamic excitatory-inhibitory (E-I) balance is a paradigmatic mechanism invoked to explain the irregular low firing activity observed in the cortex. However, we will show that the E-I balance can be at the origin of other regimes observable in the brain. The analysis is performed by combining extensive simulations of sparse E-I networks composed of N spiking neurons with analytical investigations of low dimensional neural mass models. The bifurcation diagrams, derived for the neural mass model, allow us to classify the possible asynchronous and coherent behaviors emerging in balanced E-I networks with structural heterogeneity for any finite in-degree K. Analytic mean-field (MF) results show that both supra and sub-threshold balanced asynchronous regimes are observable in our system in the limit N >> K >> 1. Due to the heterogeneity, the asynchronous states are characterized at the microscopic level by the splitting of the neurons in to three groups: silent, fluctuation, and mean driven. These features are consistent with experimental observations reported for heterogeneous neural circuits. The coherent rhythms observed in our system can range from periodic and quasi-periodic collective oscillations (COs) to coherent chaos. These rhythms are characterized by regular or irregular temporal fluctuations joined to spatial coherence somehow similar to coherent fluctuations observed in the cortex over multiple spatial scales. The COs can emerge due to two different mechanisms. A fir"
doi:10.1088/1361-6544/ae3517,10.1088/1361-6544/ae3517,2025,Nonlinearity,0,q8,q8:21:8.0,Front propagation into unstable states for periodic monotone reaction-diffusion systems,"This paper is concerned with the invasion fronts of spatially periodic monotone reaction-diffusion systems in a multi-dimensional setting. We study the pulsating travelling waves that connect the trivial equilibrium, for which all components of the state variable are identically equal to zero, to a uniformly persistent stationary state, for which all components are uniformly positive. When the trivial equilibrium is linearly unstable, we prove that any pulsating wave travels at a speed no less than that of the linearized system at the equilibrium, namely the minimal speed is linearly determined. It is also shown that pulsating waves are strictly monotonic in time whenever the nonlinearity is subhomogeneous. Beyond these general qualitative properties, the main focus of the paper is to derive sufficient conditions for the existence and nonexistence of pulsating waves propagating in any given direction. Our proof of the existence part relies upon a new level of understanding of the multi-dimensional pulsating waves observed from a direction-dependent coordinate system."
doi:10.1093/pnasnexus/pgag071,10.1093/pnasnexus/pgag071,2026,PNAS Nexus,0,q8,q8:22:8.0,Using Floquet theory to unravel far-from equilibrium dynamics in reaction–diffusion systems,"Abstract The interplay between reaction kinetics and diffusion leads to a wide range of spatiotemporal behaviors in reaction–diffusion (RD) systems. This article presents a theoretical and computational study of a RD system inspired by experimental observations of the Rho-GEF-Myosin signaling network controlling cell contraction dynamics. The temporal reaction system dynamics range from periodicity to bistability. By employing a dual hybrid dynamical systems approach of numerical bifurcation analysis and Floquet theory, we characterize the spatiotemporal dynamics when stable limit-cycle oscillators or homogeneous time-periodic solutions undergo the process of Floquet–Turing-diffusion-driven-instability (FTDDI). FTDDI refers to the emergence of spatially nonuniform patterns when diffusion destabilizes an otherwise temporally stable limit cycle of the underlying reaction kinetics. For the temporal reaction system, numerical bifurcation allows us to identify regions in a two-parameter space defining the stability of the uniform steady states and regions where the system exhibits limit cycles, which are characterized by employing the Floquet theory. In the presence of spatial variations, Floquet theory classifies regions where diffusion destabilizes the limit cycle or maintains their homogeneous stability and the emerging spatiotemporal dynamics of the full system, far from equilibrium. In the bistable regime, diffusion differentiates regions into those that exhibit classical Tur"
doi:10.1063/5.0322137,10.1063/5.0322137,2026,Chaos,0,q8,q8:23:8.0,How can dispersal-induced asymmetry and asynchrony support the coexistence of species?,"The survival of species in fragmented landscapes depends crucially on their dispersal ability, which enables them to colonize new spatial patches with better resource conditions, thereby enhancing population stability against extinction. We study how dispersal of different classes of species shape the long-term coexistence in dispersal-coupled three-trophic food webs containing plants, herbivores, and carnivores. Our focus is on the interplay between non-equilibrium dynamics (periodic and chaotic) and dispersal in maintaining the coexistence of all species in the ecosystem under changing environmental conditions. We distinguish between plant and animal dispersal to reflect different ecological situations. Using carrying capacity as the control parameter, we combine bifurcation analysis with long integrations and identify two coexisting dynamical regimes over overlapping parameter ranges: a carnivore-free limit cycle and different chaotic attractors supporting the coexistence of all species. We show that, in environmentally identical patches, dispersal can support persistence through a specific nonlinear dynamical route: (1) by generating dispersal-induced multistability between carnivore-free oscillations and various chaotic attractors in which all three species coexist and (2) by shifting or delaying the boundary crises at which the chaotic attractor loses stability and the top predators, the carnivores, disappear. We interpret this loss of the carnivores induced by the boun"
doi:10.1021/acs.jctc.5c01230,10.1021/acs.jctc.5c01230,2025,Journal of Chemical Theory and Computation,0,q8,q8:24:8.0,Programmable Spiral Wave Dynamics: Instability Cascades Driven by Temporal Modulation in a Reaction-Diffusion System.,"Spiral waves are iconic structures and are striking hallmarks of self-organization in chemical and biological systems. While their instabilities under spatial inhomogeneities have been widely studied, the response of spirals to temporal modulations particularly near the Turing threshold yet away from Hopf bifurcation, remains underexplored. In this study, we reveal how periodic forcing of a kinetic parameter in the Chlorine Dioxide-Iodine-Malonic Acid model unlocks a diverse and tunable landscape of spiral wave instabilities in a regime that is spatially stable yet temporally unstable. Starting from a robust single-arm spiral, we observe a cascade of modulation-induced phenomena: breathing spirals, core drift, spiral breakup and turbulence, as well as transitions to oscillating clusters, Ising-front-like patterns, and spatially uniform bulk oscillations. Remarkably, we identify spiral regeneration with altered arm width and chirality reversal, along with asymmetric spirals and multiphase cluster states arising from amplitude-phase interactions. Our findings are systematically mapped onto a two-dimensional phase diagram, revealing resonance-driven bifurcation cascades. Our results illuminate how simple temporal inputs can steer complex pattern selection in nonlinear media, offering conceptual advances for systems chemistry, chemical wave control, and the design of responsive self-organizing systems."
doi:10.1016/j.matcom.2007.11.006,10.1016/j.matcom.2007.11.006,2007,Mathematics and Computers in Simulation,0,q8,q8:25:8.0,Flow and diffusion distributed structures with noise at the inlet,"Flow and diffusion distributed structures (FDS) are stationary spatially periodic patterns that can be observed in reaction-diffusion-advection systems. These structures arise when the flow rate exceeds a certain bifurcation point provided that concentrations of interacting species at the inlet differ from steady-state values and the concentrations are held constant. Normally, theoretical studies of these patterns are developed without concerning a noise. In this paper we consider FDS for a more realistic conditions and assume that the inlet concentrations are perturbed by a small noise. When the flow rate is small, the FDS is linearly sensitive to noise at the inlet. Even weak fluctuations destroy the stationary pattern and an oscillatory solution appears instead. For higher flow rates the instability becomes nonlinear; the pattern remains unaltered for a weak noise and undergoes the destruction when the noise amplitude passes a certain threshold. We represent a detailed description of these effects and examine two scenarios for the stabilization."
doi:10.1016/j.matcom.2026.07.048,10.1016/j.matcom.2026.07.048,2026,Mathematics and Computers in Simulation,0,q8,q8:26:8.0,Coherent structures and bifurcation analysis in a toxin-driven plant-herbivore model,"This work investigates how toxin-mediated interactions and directed movements shape the emergence of coherent structures in plant-herbivore systems. The analysis focuses on a two-compartment model enclosing a toxin-dependent functional response and a cross-diffusion term that represents ecologically plausible herbivores'movement towards, or away from, vegetation. Two distinct dynamical regimes arise depending on toxicity strength. Under weak toxicity, the system admits at most one biologically feasible coexistence equilibrium, which may lose stability through a Hopf bifurcation generating small-amplitude temporal oscillations. Under strong toxicity, the nonlinear functional response becomes non-monotonic, allowing for multiple coexistence equilibria and abrupt regime shifts. The influence of cross-diffusion on stability is also examined, identifying the conditions under which Turing instabilities and mixed spatiotemporal patterns occur. Near the corresponding bifurcation thresholds, Stuart-Landau amplitude equations are derived via weakly nonlinear analysis, providing a unified framework for the modulation of oscillatory, stationary, and combined Turing-Hopf modes. Numerical simulations corroborate the theoretical predictions, illustrating transitions from spatially uniform states to oscillations, spatial patterns, and mixed behaviour. Overall, this manuscript highlights how chemical defences, nonlinear feedbacks, and movement strategies jointly determine the emergence, selec"
